COUNTY,DATE,RETAIL/RECREATION,GROCERY/PHARMACY,PARKS,TRANSIT/STATIONS,WORKPLACES,RESIDENTIAL
Contra Costa,2020-03-09,2.0,7.0,22.0,-10.0,0.0,1.0
Contra Costa,2020-03-10,2.0,9.0,28.0,-12.0,-2.0,2.0
Contra Costa,2020-03-11,2.0,10.0,21.0,-17.0,-4.0,2.0
Contra Costa,2020-03-12,4.0,20.0,27.0,-19.0,-6.0,3.0
Contra Costa,2020-03-13,-1.0,31.0,2.0,-24.0,-9.0,5.0
Contra Costa,2020-03-14,-15.0,20.0,-48.0,-30.0,-8.0,7.0
Contra Costa,2020-03-15,-17.0,10.0,-33.0,-28.0,-10.0,7.0
Contra Costa,2020-03-16,-1.0,44.0,-21.0,-40.0,-29.0,11.0
Contra Costa,2020-03-17,-37.0,-1.0,-20.0,-58.0,-50.0,22.0
Contra Costa,2020-03-18,-38.0,-6.0,-24.0,-61.0,-52.0,23.0
Contra Costa,2020-03-19,-36.0,-2.0,12.0,-59.0,-52.0,23.0
Contra Costa,2020-03-20,-40.0,-6.0,-1.0,-58.0,-51.0,24.0
Contra Costa,2020-03-21,-46.0,-9.0,7.0,-50.0,-36.0,16.0
Contra Costa,2020-03-22,-47.0,-18.0,18.0,-46.0,-37.0,14.0
Contra Costa,2020-03-23,-40.0,-18.0,-22.0,-63.0,-54.0,23.0
Contra Costa,2020-03-24,-42.0,-17.0,-34.0,-68.0,-56.0,26.0
Contra Costa,2020-03-25,-41.0,-15.0,-13.0,-65.0,-56.0,25.0
Contra Costa,2020-03-26,-40.0,-12.0,5.0,-64.0,-56.0,25.0
Contra Costa,2020-03-27,-43.0,-14.0,-11.0,-63.0,-55.0,26.0
Contra Costa,2020-03-28,-50.0,-18.0,-45.0,-58.0,-42.0,19.0
Contra Costa,2020-03-29,-48.0,-21.0,-15.0,-49.0,-41.0,15.0
Contra Costa,2020-03-30,-39.0,-17.0,-2.0,-63.0,-56.0,23.0
Contra Costa,2020-03-31,-38.0,-12.0,1.0,-64.0,-57.0,24.0
Contra Costa,2020-04-01,-39.0,-11.0,-8.0,-65.0,-57.0,24.0
Contra Costa,2020-04-02,-39.0,-9.0,1.0,-65.0,-58.0,25.0
Contra Costa,2020-04-03,-41.0,-8.0,-7.0,-63.0,-56.0,26.0
Contra Costa,2020-04-04,-52.0,-16.0,-56.0,-62.0,-43.0,19.0
Contra Costa,2020-04-05,-54.0,-25.0,-53.0,-60.0,-44.0,17.0
Contra Costa,2020-04-06,-45.0,-20.0,-44.0,-69.0,-59.0,26.0
Contra Costa,2020-04-07,-42.0,-10.0,-1.0,-63.0,-59.0,25.0
Contra Costa,2020-04-08,-44.0,-14.0,-18.0,-65.0,-59.0,26.0
Contra Costa,2020-04-09,-44.0,-12.0,-12.0,-66.0,-60.0,27.0
Contra Costa,2020-04-10,-44.0,-10.0,-5.0,-62.0,-59.0,27.0
Contra Costa,2020-04-11,-47.0,-7.0,-17.0,-51.0,-43.0,17.0
Contra Costa,2020-04-12,-62.0,-29.0,-9.0,-44.0,-43.0,15.0
Contra Costa,2020-04-13,-44.0,-21.0,-1.0,-61.0,-57.0,24.0
Contra Costa,2020-04-14,-43.0,-17.0,4.0,-61.0,-57.0,25.0
Contra Costa,2020-04-15,-49.0,-14.0,-3.0,-62.0,-57.0,25.0
Contra Costa,2020-04-16,-60.0,-13.0,-4.0,-62.0,-57.0,26.0
Contra Costa,2020-04-17,-61.0,-14.0,-15.0,-60.0,-55.0,26.0
Contra Costa,2020-04-18,-62.0,-12.0,-3.0,-45.0,-37.0,17.0
Contra Costa,2020-04-19,-63.0,-18.0,8.0,-41.0,-37.0,14.0
Contra Costa,2020-04-20,-60.0,-17.0,-12.0,-61.0,-56.0,23.0
Contra Costa,2020-04-21,-59.0,-13.0,5.0,-61.0,-56.0,25.0
Contra Costa,2020-04-22,-60.0,-14.0,0.0,-62.0,-56.0,24.0
Contra Costa,2020-04-23,-59.0,-13.0,7.0,-61.0,-57.0,25.0
Contra Costa,2020-04-24,-59.0,-13.0,2.0,-59.0,-54.0,25.0
Contra Costa,2020-04-25,-61.0,-10.0,6.0,-43.0,-37.0,16.0
Contra Costa,2020-04-26,-61.0,-15.0,16.0,-40.0,-36.0,13.0
Contra Costa,2020-04-27,-57.0,-14.0,2.0,-59.0,-55.0,23.0
Contra Costa,2020-04-28,-57.0,-12.0,5.0,-58.0,-55.0,16.0
Contra Costa,2020-04-29,-53.0,-14.0,-9.0,-61.0,-56.0,24.0
Contra Costa,2020-04-30,-50.0,-11.0,3.0,-59.0,-55.0,24.0
Contra Costa,2020-05-01,-49.0,-9.0,3.0,-56.0,-53.0,24.0
Contra Costa,2020-05-02,-52.0,-8.0,2.0,-41.0,-34.0,15.0
Contra Costa,2020-05-03,-51.0,-10.0,27.0,-35.0,-31.0,12.0
Contra Costa,2020-05-04,-47.0,-11.0,5.0,-56.0,-52.0,21.0
Contra Costa,2020-05-05,-46.0,-5.0,7.0,-57.0,-52.0,22.0
Contra Costa,2020-05-06,-49.0,-10.0,5.0,-58.0,-52.0,22.0
Contra Costa,2020-05-07,-48.0,-6.0,11.0,-58.0,-52.0,22.0
Contra Costa,2020-05-08,-48.0,-3.0,4.0,-54.0,-50.0,22.0
Contra Costa,2020-05-09,-48.0,9.0,10.0,-36.0,-29.0,12.0
Contra Costa,2020-05-10,-47.0,4.0,14.0,-33.0,-27.0,10.0
Contra Costa,2020-05-11,-50.0,-16.0,-20.0,-57.0,-51.0,21.0
Contra Costa,2020-05-12,-48.0,-8.0,-2.0,-58.0,-51.0,22.0
Contra Costa,2020-05-13,-48.0,-11.0,-10.0,-60.0,-51.0,22.0
Contra Costa,2020-05-14,-48.0,-10.0,2.0,-59.0,-51.0,22.0
Contra Costa,2020-05-15,-48.0,-8.0,15.0,-55.0,-49.0,21.0
Contra Costa,2020-05-16,-48.0,-6.0,21.0,-41.0,-29.0,13.0
Contra Costa,2020-05-17,-50.0,-12.0,3.0,-42.0,-28.0,12.0
Contra Costa,2020-05-18,-45.0,-11.0,-2.0,-58.0,-49.0,20.0
Contra Costa,2020-05-19,-44.0,-8.0,16.0,-57.0,-49.0,20.0
Contra Costa,2020-05-20,-44.0,-7.0,14.0,-56.0,-49.0,20.0
Contra Costa,2020-05-21,-43.0,-4.0,24.0,-56.0,-49.0,20.0
Contra Costa,2020-05-22,-44.0,-1.0,21.0,-51.0,-47.0,20.0
Contra Costa,2020-05-23,-46.0,1.0,31.0,-34.0,-25.0,11.0
Contra Costa,2020-05-24,-45.0,-2.0,38.0,-31.0,-25.0,8.0
Contra Costa,2020-05-25,-48.0,-6.0,33.0,-62.0,-74.0,24.0
Contra Costa,2020-05-26,-43.0,-7.0,1.0,-56.0,-47.0,19.0
Contra Costa,2020-05-27,-43.0,-7.0,1.0,-58.0,-47.0,20.0
Contra Costa,2020-05-28,-42.0,-4.0,15.0,-55.0,-46.0,20.0
Contra Costa,2020-05-29,-44.0,-6.0,11.0,-52.0,-44.0,20.0
Contra Costa,2020-05-30,-48.0,-6.0,-1.0,-38.0,-20.0,13.0
Contra Costa,2020-05-31,-46.0,-9.0,32.0,-36.0,-18.0,10.0
Contra Costa,2020-06-01,-46.0,-10.0,7.0,-53.0,-46.0,19.0
Contra Costa,2020-06-02,-46.0,-5.0,2.0,-56.0,-47.0,20.0
Contra Costa,2020-06-03,-44.0,-4.0,-4.0,-56.0,-46.0,19.0
Contra Costa,2020-06-04,-40.0,-2.0,16.0,-54.0,-46.0,19.0
Contra Costa,2020-06-05,-42.0,-4.0,8.0,-50.0,-43.0,19.0
Contra Costa,2020-06-06,-42.0,0.0,23.0,-31.0,-19.0,10.0
Contra Costa,2020-06-07,-40.0,-7.0,36.0,-29.0,-18.0,8.0
Contra Costa,2020-06-08,-36.0,-7.0,22.0,-50.0,-43.0,16.0
Contra Costa,2020-06-09,-37.0,-4.0,24.0,-51.0,-43.0,17.0
Contra Costa,2020-06-10,-37.0,-6.0,13.0,-54.0,-44.0,17.0
Contra Costa,2020-06-11,-37.0,-4.0,30.0,-52.0,-44.0,18.0
Contra Costa,2020-06-12,-39.0,-4.0,18.0,-49.0,-42.0,17.0
Contra Costa,2020-06-13,-39.0,-1.0,37.0,-32.0,-16.0,8.0
Contra Costa,2020-06-14,-39.0,-6.0,46.0,-31.0,-15.0,7.0
Contra Costa,2020-06-15,-35.0,-7.0,19.0,-52.0,-43.0,16.0
Contra Costa,2020-06-16,-34.0,-4.0,34.0,-51.0,-43.0,16.0
Contra Costa,2020-06-17,-34.0,-4.0,21.0,-51.0,-44.0,16.0
Contra Costa,2020-06-18,-34.0,-3.0,26.0,-51.0,-45.0,16.0
Contra Costa,2020-06-19,-35.0,0.0,19.0,-49.0,-43.0,15.0
Contra Costa,2020-06-20,-35.0,6.0,28.0,-29.0,-16.0,7.0
Contra Costa,2020-06-21,-38.0,1.0,33.0,-30.0,-15.0,5.0
Contra Costa,2020-06-22,-35.0,-9.0,15.0,-53.0,-46.0,15.0
Contra Costa,2020-06-23,-34.0,-5.0,26.0,-53.0,-45.0,16.0
Contra Costa,2020-06-24,-35.0,-7.0,15.0,-53.0,-44.0,16.0
Contra Costa,2020-06-25,-34.0,-5.0,30.0,-52.0,-44.0,16.0
Contra Costa,2020-06-26,-37.0,-5.0,20.0,-49.0,-42.0,16.0
Contra Costa,2020-06-27,-37.0,-3.0,26.0,-34.0,-17.0,8.0
Contra Costa,2020-06-28,-36.0,-7.0,32.0,-35.0,-14.0,7.0
Contra Costa,2020-06-29,-31.0,-9.0,23.0,-50.0,-43.0,15.0
Contra Costa,2020-06-30,-29.0,-7.0,26.0,-54.0,-44.0,16.0
Contra Costa,2020-07-01,-29.0,-4.0,19.0,-53.0,-44.0,15.0
Contra Costa,2020-07-02,-25.0,3.0,34.0,-53.0,-46.0,15.0
Contra Costa,2020-07-03,-28.0,7.0,37.0,-54.0,-60.0,19.0
Contra Costa,2020-07-04,-53.0,-9.0,9.0,-39.0,-32.0,10.0
Contra Costa,2020-07-05,-40.0,-16.0,20.0,-39.0,-20.0,6.0
Contra Costa,2020-07-06,-30.0,-7.0,20.0,-51.0,-47.0,15.0
Contra Costa,2020-07-07,-31.0,-5.0,28.0,-53.0,-46.0,16.0
Contra Costa,2020-07-08,-32.0,-7.0,16.0,-55.0,-44.0,16.0
Contra Costa,2020-07-09,-31.0,-3.0,29.0,-54.0,-45.0,16.0
Contra Costa,2020-07-10,-34.0,-5.0,13.0,-52.0,-43.0,16.0
Contra Costa,2020-07-11,-35.0,-2.0,21.0,-38.0,-18.0,8.0
Contra Costa,2020-07-12,-35.0,-8.0,26.0,-38.0,-19.0,7.0
Contra Costa,2020-07-13,-31.0,-7.0,17.0,-54.0,-45.0,15.0
Contra Costa,2020-07-14,-31.0,-6.0,26.0,-55.0,-46.0,16.0
Contra Costa,2020-07-15,-31.0,-7.0,14.0,-55.0,-45.0,16.0
Contra Costa,2020-07-16,-31.0,-5.0,32.0,-55.0,-45.0,16.0
Contra Costa,2020-07-17,-33.0,-5.0,19.0,-52.0,-44.0,16.0
Contra Costa,2020-07-18,-35.0,-4.0,31.0,-38.0,-19.0,8.0
Contra Costa,2020-07-19,-33.0,-10.0,36.0,-37.0,-19.0,7.0
Contra Costa,2020-07-20,-30.0,-10.0,22.0,-52.0,-46.0,15.0
Contra Costa,2020-07-21,-31.0,-7.0,28.0,-55.0,-46.0,16.0
Contra Costa,2020-07-22,-31.0,-8.0,21.0,-56.0,-45.0,16.0
Contra Costa,2020-07-23,-31.0,-7.0,33.0,-55.0,-46.0,16.0
Contra Costa,2020-07-24,-33.0,-6.0,20.0,-52.0,-44.0,16.0
Contra Costa,2020-07-25,-34.0,-5.0,33.0,-37.0,-19.0,8.0
Contra Costa,2020-07-26,-33.0,-9.0,38.0,-37.0,-20.0,6.0
Contra Costa,2020-07-27,-29.0,-9.0,23.0,-53.0,-46.0,15.0
Contra Costa,2020-07-28,-31.0,-8.0,26.0,-54.0,-46.0,16.0
Contra Costa,2020-07-29,-31.0,-8.0,20.0,-56.0,-46.0,16.0
Contra Costa,2020-07-30,-30.0,-6.0,29.0,-54.0,-47.0,16.0
Contra Costa,2020-07-31,-32.0,-3.0,21.0,-51.0,-45.0,15.0
Contra Costa,2020-08-01,-34.0,-3.0,24.0,-33.0,-21.0,7.0
Contra Costa,2020-08-02,-32.0,-7.0,32.0,-33.0,-20.0,6.0
Contra Costa,2020-08-03,-28.0,-6.0,18.0,-52.0,-46.0,14.0
Contra Costa,2020-08-04,-29.0,-4.0,25.0,-53.0,-46.0,16.0
Contra Costa,2020-08-05,-30.0,-9.0,9.0,-56.0,-46.0,16.0
Contra Costa,2020-08-06,-29.0,-7.0,30.0,-54.0,-46.0,16.0
Contra Costa,2020-08-07,-31.0,-6.0,21.0,-51.0,-44.0,15.0
Contra Costa,2020-08-08,-33.0,-4.0,25.0,-38.0,-21.0,7.0
Contra Costa,2020-08-09,-32.0,-8.0,29.0,-38.0,-20.0,6.0
Contra Costa,2020-08-10,-29.0,-10.0,12.0,-55.0,-47.0,15.0
Contra Costa,2020-08-11,-30.0,-8.0,24.0,-54.0,-46.0,16.0
Contra Costa,2020-08-12,-30.0,-10.0,16.0,-56.0,-46.0,16.0
Contra Costa,2020-08-13,-31.0,-8.0,18.0,-56.0,-47.0,16.0
Contra Costa,2020-08-14,-34.0,-7.0,0.0,-52.0,-45.0,15.0
Contra Costa,2020-08-15,-36.0,-5.0,0.0,-38.0,-23.0,7.0
Contra Costa,2020-08-16,-36.0,-12.0,-14.0,-43.0,-24.0,7.0
Contra Costa,2020-08-17,-32.0,-10.0,-8.0,-55.0,-47.0,15.0
Contra Costa,2020-08-18,-33.0,-10.0,-2.0,-56.0,-46.0,16.0
Contra Costa,2020-08-19,-33.0,-11.0,-15.0,-56.0,-46.0,16.0
Contra Costa,2020-08-20,-33.0,-11.0,-21.0,-57.0,-47.0,17.0
Contra Costa,2020-08-21,-34.0,-9.0,-21.0,-53.0,-44.0,17.0
Contra Costa,2020-08-22,-34.0,-7.0,-21.0,-39.0,-22.0,9.0
Contra Costa,2020-08-23,-35.0,-12.0,-25.0,-40.0,-21.0,8.0
Contra Costa,2020-08-24,-33.0,-14.0,-24.0,-54.0,-46.0,16.0
Contra Costa,2020-08-25,-32.0,-11.0,-12.0,-56.0,-46.0,17.0
Contra Costa,2020-08-26,-31.0,-11.0,-12.0,-56.0,-45.0,16.0
Contra Costa,2020-08-27,-30.0,-11.0,5.0,-55.0,-46.0,16.0
Contra Costa,2020-08-28,-31.0,-10.0,-7.0,-52.0,-44.0,16.0
Contra Costa,2020-08-29,-31.0,-6.0,4.0,-39.0,-22.0,7.0
Contra Costa,2020-08-30,-30.0,-11.0,13.0,-37.0,-18.0,6.0
Contra Costa,2020-08-31,-30.0,-12.0,-8.0,-54.0,-45.0,15.0
Contra Costa,2020-09-01,-28.0,-9.0,2.0,-55.0,-45.0,16.0
Contra Costa,2020-09-02,-28.0,-10.0,-3.0,-55.0,-45.0,15.0
Contra Costa,2020-09-03,-28.0,-7.0,-1.0,-54.0,-46.0,15.0
Contra Costa,2020-09-04,-28.0,-5.0,-3.0,-52.0,-45.0,14.0
Contra Costa,2020-09-05,-33.0,-6.0,-7.0,-40.0,-24.0,6.0
Contra Costa,2020-09-06,-35.0,-12.0,-16.0,-37.0,-22.0,5.0
Contra Costa,2020-09-07,-33.0,-12.0,-14.0,-69.0,-75.0,20.0
Contra Costa,2020-09-08,-33.0,-12.0,-23.0,-55.0,-47.0,16.0
Contra Costa,2020-09-09,-36.0,-16.0,-38.0,-59.0,-47.0,17.0
Contra Costa,2020-09-10,-33.0,-11.0,-26.0,-56.0,-46.0,17.0
Contra Costa,2020-09-11,-33.0,-12.0,-28.0,-54.0,-44.0,17.0
Contra Costa,2020-09-12,-32.0,-9.0,-25.0,-46.0,-21.0,9.0
Contra Costa,2020-09-13,-33.0,-14.0,-22.0,-45.0,-19.0,8.0
Contra Costa,2020-09-14,-31.0,-14.0,-21.0,-56.0,-44.0,15.0
Contra Costa,2020-09-15,-29.0,-11.0,-8.0,-56.0,-43.0,16.0
Contra Costa,2020-09-16,-29.0,-12.0,-3.0,-55.0,-44.0,15.0
Contra Costa,2020-09-17,-29.0,-11.0,2.0,-55.0,-45.0,15.0
Contra Costa,2020-09-18,-29.0,-10.0,-2.0,-52.0,-41.0,15.0
Contra Costa,2020-09-19,-28.0,-6.0,15.0,-40.0,-19.0,6.0
Contra Costa,2020-09-20,-30.0,-12.0,12.0,-38.0,-16.0,6.0
Contra Costa,2020-09-21,-30.0,-12.0,-10.0,-56.0,-45.0,14.0
Contra Costa,2020-09-22,-29.0,-11.0,-5.0,-58.0,-44.0,15.0
Contra Costa,2020-09-23,-29.0,-11.0,-11.0,-57.0,-43.0,15.0
Contra Costa,2020-09-24,-29.0,-10.0,-8.0,-57.0,-44.0,15.0
Contra Costa,2020-09-25,-29.0,-10.0,-8.0,-54.0,-42.0,14.0
Contra Costa,2020-09-26,-28.0,-6.0,5.0,-46.0,-18.0,6.0
Contra Costa,2020-09-27,-31.0,-12.0,-3.0,-41.0,-16.0,5.0
Contra Costa,2020-09-28,-30.0,-12.0,-24.0,-57.0,-44.0,15.0
Contra Costa,2020-09-29,-30.0,-11.0,-18.0,-57.0,-44.0,15.0
Contra Costa,2020-09-30,-29.0,-10.0,-27.0,-59.0,-44.0,15.0
Contra Costa,2020-10-01,-28.0,-8.0,-32.0,-58.0,-44.0,15.0
Contra Costa,2020-10-02,-29.0,-9.0,-32.0,-53.0,-41.0,15.0
Contra Costa,2020-10-03,-28.0,-6.0,-21.0,-43.0,-19.0,7.0
Contra Costa,2020-10-04,-27.0,-10.0,1.0,-39.0,-16.0,5.0
Contra Costa,2020-10-05,-27.0,-11.0,-20.0,-56.0,-44.0,14.0
Contra Costa,2020-10-06,-27.0,-10.0,-14.0,-57.0,-44.0,15.0
Contra Costa,2020-10-07,-28.0,-11.0,-19.0,-58.0,-43.0,15.0
Contra Costa,2020-10-08,-28.0,-12.0,-14.0,-57.0,-44.0,15.0
Contra Costa,2020-10-09,-27.0,-9.0,-9.0,-54.0,-42.0,14.0
Contra Costa,2020-10-10,-27.0,-8.0,0.0,-47.0,-18.0,6.0
Contra Costa,2020-10-11,-27.0,-11.0,14.0,-42.0,-15.0,5.0
Contra Costa,2020-10-12,-26.0,-12.0,-4.0,-58.0,-47.0,14.0
Contra Costa,2020-10-13,-28.0,-10.0,-8.0,-56.0,-43.0,15.0
Contra Costa,2020-10-14,-26.0,-10.0,-13.0,-55.0,-43.0,15.0
Contra Costa,2020-10-15,-27.0,-10.0,-12.0,-56.0,-44.0,15.0
Contra Costa,2020-10-16,-26.0,-8.0,-13.0,-52.0,-41.0,14.0
Contra Costa,2020-10-17,-26.0,-7.0,1.0,-41.0,-19.0,6.0
Contra Costa,2020-10-18,-26.0,-10.0,6.0,-36.0,-15.0,5.0
Contra Costa,2020-10-19,-28.0,-13.0,-11.0,-56.0,-44.0,14.0
Contra Costa,2020-10-20,-27.0,-10.0,-7.0,-55.0,-44.0,15.0
Contra Costa,2020-10-21,-27.0,-10.0,-13.0,-55.0,-42.0,14.0
Contra Costa,2020-10-22,-28.0,-10.0,-10.0,-54.0,-43.0,15.0
Contra Costa,2020-10-23,-27.0,-9.0,-11.0,-51.0,-41.0,14.0
Contra Costa,2020-10-24,-27.0,-8.0,1.0,-40.0,-17.0,6.0
Contra Costa,2020-10-25,-27.0,-11.0,0.0,-37.0,-14.0,5.0
Contra Costa,2020-10-26,-27.0,-12.0,-19.0,-55.0,-44.0,14.0
Contra Costa,2020-10-27,-27.0,-10.0,-12.0,-54.0,-43.0,14.0
Contra Costa,2020-10-28,-26.0,-10.0,-18.0,-56.0,-42.0,14.0
Contra Costa,2020-10-29,-25.0,-9.0,-13.0,-57.0,-43.0,15.0
Contra Costa,2020-10-30,-24.0,-5.0,-15.0,-53.0,-40.0,14.0
Contra Costa,2020-10-31,-25.0,1.0,2.0,-40.0,-16.0,5.0
Contra Costa,2020-11-01,-27.0,-12.0,2.0,-41.0,-17.0,5.0
Contra Costa,2020-11-02,-26.0,-10.0,-16.0,-56.0,-43.0,13.0
Contra Costa,2020-11-03,-25.0,-8.0,-13.0,-57.0,-44.0,15.0
Contra Costa,2020-11-04,-29.0,-13.0,-22.0,-60.0,-43.0,16.0
Contra Costa,2020-11-05,-28.0,-12.0,-16.0,-58.0,-43.0,15.0
Contra Costa,2020-11-06,-27.0,-12.0,-28.0,-57.0,-41.0,16.0
Contra Costa,2020-11-07,-25.0,-9.0,-6.0,-49.0,-17.0,7.0
Contra Costa,2020-11-08,-27.0,-12.0,-18.0,-48.0,-16.0,7.0
Contra Costa,2020-11-09,-27.0,-14.0,-27.0,-59.0,-43.0,14.0
Contra Costa,2020-11-10,-27.0,-13.0,-23.0,-59.0,-43.0,15.0
Contra Costa,2020-11-11,-22.0,-11.0,-23.0,-64.0,-50.0,16.0
Contra Costa,2020-11-12,-28.0,-13.0,-24.0,-60.0,-44.0,16.0
Contra Costa,2020-11-13,-30.0,-13.0,-42.0,-59.0,-42.0,16.0
Contra Costa,2020-11-14,-27.0,-9.0,-12.0,-53.0,-17.0,8.0
Contra Costa,2020-11-15,-26.0,-12.0,3.0,-48.0,-15.0,6.0
Contra Costa,2020-11-16,-28.0,-13.0,-22.0,-59.0,-43.0,14.0
Contra Costa,2020-11-17,-33.0,-14.0,-47.0,-63.0,-45.0,17.0
Contra Costa,2020-11-18,-29.0,-11.0,-39.0,-62.0,-44.0,17.0
Contra Costa,2020-11-19,-29.0,-10.0,-25.0,-60.0,-44.0,16.0
Contra Costa,2020-11-20,-29.0,-10.0,-23.0,-57.0,-41.0,16.0
Contra Costa,2020-11-21,-29.0,-9.0,-10.0,-53.0,-16.0,8.0
Contra Costa,2020-11-22,-27.0,-11.0,-5.0,-49.0,-16.0,7.0
Contra Costa,2020-11-23,-24.0,-6.0,-19.0,-60.0,-46.0,14.0
Contra Costa,2020-11-24,-21.0,2.0,-17.0,-59.0,-46.0,14.0
Contra Costa,2020-11-25,-15.0,18.0,-24.0,-60.0,-49.0,14.0
Contra Costa,2020-11-26,-65.0,-21.0,-22.0,-75.0,-81.0,26.0
Contra Costa,2020-11-27,-36.0,-26.0,-8.0,-69.0,-66.0,22.0
Contra Costa,2020-11-28,-35.0,-20.0,-12.0,-56.0,-24.0,9.0
Contra Costa,2020-11-29,-32.0,-20.0,-6.0,-50.0,-18.0,8.0
Contra Costa,2020-11-30,-27.0,-15.0,-25.0,-60.0,-45.0,15.0
Contra Costa,2020-12-01,-28.0,-12.0,-25.0,-61.0,-45.0,16.0
Contra Costa,2020-12-02,-28.0,-11.0,-25.0,-61.0,-44.0,16.0
Contra Costa,2020-12-03,-29.0,-10.0,-25.0,-60.0,-44.0,17.0
Contra Costa,2020-12-04,-28.0,-9.0,-24.0,-58.0,-41.0,16.0
Contra Costa,2020-12-05,-27.0,-6.0,-15.0,-54.0,-17.0,9.0
Contra Costa,2020-12-06,-29.0,-12.0,-8.0,-49.0,-15.0,8.0
Contra Costa,2020-12-07,-33.0,-16.0,-28.0,-61.0,-46.0,16.0
Contra Costa,2020-12-08,-33.0,-14.0,-25.0,-62.0,-45.0,17.0
Contra Costa,2020-12-09,-33.0,-14.0,-31.0,-62.0,-46.0,17.0
Contra Costa,2020-12-10,-34.0,-12.0,-25.0,-62.0,-47.0,18.0
Contra Costa,2020-12-11,-35.0,-13.0,-42.0,-62.0,-44.0,19.0
Contra Costa,2020-12-12,-35.0,-10.0,-32.0,-56.0,-23.0,11.0
Contra Costa,2020-12-13,-39.0,-19.0,-57.0,-57.0,-25.0,11.0
Contra Costa,2020-12-14,-30.0,-14.0,-28.0,-63.0,-46.0,16.0
Contra Costa,2020-12-15,-31.0,-12.0,-30.0,-63.0,-46.0,17.0
Contra Costa,2020-12-16,-30.0,-11.0,-32.0,-63.0,-46.0,17.0
Contra Costa,2020-12-17,-30.0,-10.0,-33.0,-64.0,-47.0,18.0
Contra Costa,2020-12-18,-31.0,-10.0,-27.0,-61.0,-44.0,18.0
Contra Costa,2020-12-19,-32.0,-9.0,-18.0,-55.0,-21.0,10.0
Contra Costa,2020-12-20,-30.0,-10.0,-6.0,-50.0,-19.0,8.0
Contra Costa,2020-12-21,-22.0,-5.0,-26.0,-63.0,-48.0,15.0
Contra Costa,2020-12-22,-20.0,4.0,-20.0,-63.0,-49.0,16.0
Contra Costa,2020-12-23,-15.0,17.0,-26.0,-62.0,-50.0,15.0
Contra Costa,2020-12-24,-25.0,24.0,-20.0,-65.0,-64.0,20.0
Contra Costa,2020-12-25,-80.0,-56.0,-53.0,-80.0,-84.0,31.0
Contra Costa,2020-12-26,-43.0,-23.0,-19.0,-59.0,-33.0,13.0
Contra Costa,2020-12-27,-40.0,-24.0,-4.0,-56.0,-23.0,10.0
Contra Costa,2020-12-28,-30.0,-15.0,-24.0,-66.0,-53.0,18.0
Contra Costa,2020-12-29,-29.0,-11.0,-7.0,-65.0,-53.0,18.0
Contra Costa,2020-12-30,-26.0,-2.0,-18.0,-66.0,-52.0,18.0
Contra Costa,2020-12-31,-24.0,16.0,-11.0,-67.0,-60.0,19.0
Contra Costa,2021-01-01,-55.0,-38.0,-7.0,-79.0,-78.0,29.0
Contra Costa,2021-01-02,-43.0,-21.0,-51.0,-65.0,-33.0,14.0
Contra Costa,2021-01-03,-39.0,-21.0,-21.0,-57.0,-22.0,10.0
Marin,2020-02-15,6.0,7.0,28.0,18.0,-3.0,-1.0
Marin,2020-02-16,11.0,8.0,48.0,37.0,-1.0,-1.0
Marin,2020-02-17,10.0,4.0,166.0,-10.0,-48.0,7.0
Marin,2020-02-18,-2.0,1.0,22.0,0.0,-11.0,1.0
Marin,2020-02-19,-2.0,-1.0,16.0,-3.0,-12.0,1.0
Marin,2020-02-20,-2.0,-2.0,17.0,-3.0,-12.0,1.0
Marin,2020-02-21,-1.0,-9.0,24.0,-2.0,-11.0,1.0
Marin,2020-02-22,1.0,-2.0,13.0,8.0,-3.0,-1.0
Marin,2020-02-23,7.0,-1.0,18.0,17.0,2.0,-1.0
Marin,2020-02-24,1.0,-7.0,11.0,6.0,3.0,-1.0
Marin,2020-02-25,0.0,-4.0,16.0,4.0,3.0,-1.0
Marin,2020-02-26,2.0,-3.0,14.0,3.0,0.0,0.0
Marin,2020-02-27,2.0,0.0,19.0,2.0,1.0,0.0
Marin,2020-02-28,2.0,-2.0,10.0,2.0,2.0,-1.0
Marin,2020-02-29,6.0,1.0,0.0,1.0,1.0,0.0
Marin,2020-03-01,6.0,-2.0,-2.0,-1.0,2.0,0.0
Marin,2020-03-02,3.0,-1.0,9.0,-3.0,2.0,-1.0
Marin,2020-03-03,6.0,8.0,17.0,0.0,2.0,-1.0
Marin,2020-03-04,1.0,6.0,10.0,-1.0,1.0,0.0
Marin,2020-03-05,2.0,11.0,4.0,-3.0,-1.0,1.0
Marin,2020-03-06,0.0,2.0,-8.0,-1.0,-1.0,2.0
Marin,2020-03-07,-3.0,4.0,-28.0,-18.0,-3.0,2.0
Marin,2020-03-08,-3.0,2.0,-5.0,-10.0,1.0,1.0
Marin,2020-03-09,2.0,4.0,16.0,-9.0,-3.0,2.0
Marin,2020-03-10,0.0,7.0,22.0,-10.0,-4.0,3.0
Marin,2020-03-11,1.0,11.0,15.0,-13.0,-7.0,3.0
Marin,2020-03-12,0.0,21.0,20.0,-14.0,-9.0,4.0
Marin,2020-03-13,-5.0,21.0,-3.0,-18.0,-13.0,6.0
Marin,2020-03-14,-20.0,12.0,-45.0,-36.0,-10.0,8.0
Marin,2020-03-15,-24.0,5.0,-28.0,-32.0,-12.0,8.0
